sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
140,F,73.35,Others,65.02,Others,Commerce,80.74,Comm&Mgmt,Yes,50,Mkt&Fin,61.39,Placed,246389
111,F,89.4,Central,63.17,Central,Commerce,86.98,Comm&Mgmt,No,56.4,Mkt&Fin,62.57,Not Placed,207810
89,M,83.63,Others,56.42,Others,Science,75.8,Comm&Mgmt,Yes,51.45,Mkt&Fin,54.1,Placed,200000
159,M,80.67,Central,37.91,Others,Arts,61.6,Others,Yes,50,Mkt&Fin,52.48,Not Placed,
215,M,81.04,Central,88.62,Others,Commerce,55.14,Comm&Mgmt,No,98,Mkt&Fin,77.15,Placed,339595
152,M,89.4,Others,60.48,Central,Commerce,66.95,Comm&Mgmt,Yes,78.8,Mkt&Fin,66.65,Placed,252824
180,M,81.57,Central,59.23,Central,Commerce,77.35,Comm&Mgmt,No,51.29,Mkt&HR,55.11,Placed,200000
215,M,53.56,Central,37,Others,Commerce,50.73,Comm&Mgmt,No,55.49,Mkt&Fin,51.21,Not Placed,
17,M,62.46,Central,40.5,Others,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,200000
166,M,89.4,Central,37,Others,Science,85.77,Comm&Mgmt,No,77.95,Mkt&Fin,69.18,Placed,200000
215,M,53.66,Central,44.71,Central,Science,50,Comm&Mgmt,No,66.5,Mkt&HR,62.06,Not Placed,273582
215,M,63.51,Others,60.11,Others,Science,75.24,Comm&Mgmt,Yes,50,Mkt&Fin,60.9,Not Placed,
105,F,75.93,Central,55.3,Others,Commerce,56.21,Comm&Mgmt,No,64.58,Mkt&Fin,57.44,Placed,
138,M,54.08,Central,54.63,Central,Arts,85.23,Comm&Mgmt,No,50,Mkt&Fin,60.1,Not Placed,
1,F,47.01,Central,53.46,Central,Commerce,76.15,Others,No,52.09,Mkt&HR,53.09,Placed,240438
215,M,69.66,Central,50.99,Others,Commerce,74.36,Comm&Mgmt,No,77.55,Mkt&Fin,57.89,Placed,266044
200,F,80.73,Others,37,Others,Science,59.86,Comm&Mgmt,No,52.03,Mkt&Fin,61.25,Placed,
117,M,57.41,Central,41.43,Others,Arts,81.32,Comm&Mgmt,No,52.55,Mkt&Fin,51.21,Placed,
110,M,89.4,Others,75.71,Others,Science,91,Comm&Mgmt,Yes,87.24,Mkt&Fin,58.68,Placed,200000
44,F,69.76,Others,54.68,Others,Commerce,81.7,Sci&Tech,No,67.9,Mkt&Fin,57.45,Placed,283931
159,M,75.49,Others,53.32,Others,Commerce,83.97,Comm&Mgmt,No,68.06,Mkt&Fin,70.02,Not Placed,
166,F,56.28,Central,48.38,Others,Commerce,66.76,Comm&Mgmt,No,75.32,Mkt&HR,56.34,Placed,
1,F,83.94,Central,58.64,Others,Arts,77.13,Sci&Tech,No,63.91,Mkt&Fin,71.59,Placed,236793
1,M,71.33,Central,69.96,Others,Commerce,81.2,Sci&Tech,Yes,56.21,Mkt&Fin,67.93,Placed,275033
73,M,85.35,Central,80.72,Central,Commerce,87.56,Sci&Tech,No,50.34,Mkt&Fin,63.96,Placed,
82,M,89.4,Others,72.58,Others,Commerce,91,Comm&Mgmt,Yes,50,Mkt&Fin,77.89,Not Placed,261963
75,M,69.4,Central,48.44,Central,Science,64.15,Comm&Mgmt,No,88.48,Mkt&Fin,67.75,Not Placed,
105,M,69.31,Others,71.78,Others,Commerce,85.31,Comm&Mgmt,No,72.86,Mkt&Fin,59.84,Not Placed,241278
186,M,89.4,Others,69.05,Others,Science,77.81,Comm&Mgmt,Yes,67.19,Mkt&Fin,65.28,Placed,
1,M,65.79,Others,62.9,Others,Science,86.34,Comm&Mgmt,No,98,Mkt&HR,58.19,Placed,267063
215,M,75.49,Central,97.7,Others,Commerce,73.94,Comm&Mgmt,No,69.14,Mkt&Fin,53.33,Placed,210863
1,M,67.96,Central,66.87,Central,Science,75.61,Comm&Mgmt,Yes,71.28,Mkt&Fin,74.37,Placed,
72,M,89.4,Others,84.48,Others,Science,70.77,Comm&Mgmt,No,88.5,Mkt&Fin,55.55,Placed,225928
162,F,83.78,Others,64.44,Others,Commerce,84.76,Comm&Mgmt,Yes,60.72,Mkt&Fin,57.37,Placed,269708
208,M,77.3,Central,37.54,Others,Commerce,70.95,Comm&Mgmt,No,51.9,Mkt&Fin,51.21,Placed,200000
192,M,79.83,Others,39.39,Others,Science,50.84,Sci&Tech,No,69.87,Mkt&Fin,74.55,Placed,270298
190,F,89.4,Central,55.4,Others,Commerce,72.88,Comm&Mgmt,No,54.31,Mkt&HR,58.78,Placed,270969
93,M,68.67,Central,41.47,Others,Science,55.01,Sci&Tech,No,69.45,Mkt&HR,58.07,Not Placed,285873
96,M,63.01,Central,56.88,Others,Science,52.79,Comm&Mgmt,Yes,98,Mkt&Fin,51.21,Placed,259025
213,M,53.44,Others,55.2,Central,Commerce,77.2,Comm&Mgmt,Yes,50,Mkt&Fin,62.66,Not Placed,289980
97,M,88.85,Central,37.41,Central,Commerce,86.5,Comm&Mgmt,No,64.18,Mkt&HR,69.72,Placed,253065
215,M,89.4,Others,57.27,Others,Commerce,72.84,Comm&Mgmt,No,72.78,Mkt&Fin,59.86,Placed,
1,M,80.44,Central,68.98,Others,Commerce,85.52,Comm&Mgmt,Yes,98,Mkt&HR,51.21,Placed,200000
159,M,73.47,Others,37.38,Central,Science,75.32,Comm&Mgmt,No,64.95,Mkt&HR,57.2,Placed,
87,F,89.4,Central,61.06,Central,Commerce,67.87,Others,Yes,64.56,Mkt&Fin,64.03,Placed,278561
187,M,89.4,Others,69.3,Central,Commerce,69.67,Comm&Mgmt,Yes,72.4,Mkt&Fin,62.29,Placed,200000
157,M,52.85,Others,47.22,Central,Science,59.59,Comm&Mgmt,No,57.81,Mkt&Fin,51.21,Placed,
167,M,57.24,Others,74.36,Central,Commerce,52.75,Comm&Mgmt,Yes,81.5,Mkt&Fin,51.21,Not Placed,257827
145,M,85.24,Central,58.18,Others,Commerce,79.96,Comm&Mgmt,No,63.61,Mkt&HR,77.89,Placed,
1,M,89.4,Others,64.03,Others,Commerce,91,Comm&Mgmt,Yes,50,Mkt&Fin,77.89,Placed,268667
82,F,86.65,Central,50.63,Others,Commerce,86.54,Comm&Mgmt,No,94.59,Mkt&Fin,61.1,Placed,263209
145,F,68.56,Others,47.89,Others,Commerce,50,Comm&Mgmt,No,98,Mkt&Fin,51.21,Not Placed,200000
147,M,44.72,Others,55.31,Central,Commerce,56.54,Comm&Mgmt,Yes,98,Mkt&Fin,51.21,Placed,290321
1,F,86.24,Others,61.62,Central,Commerce,81.68,Comm&Mgmt,No,66.66,Mkt&Fin,52.38,Not Placed,200000
165,M,86.82,Central,69.52,Others,Commerce,80.54,Comm&Mgmt,Yes,73.14,Mkt&Fin,72.5,Placed,280919
133,F,89.4,Others,70.57,Central,Commerce,84.51,Comm&Mgmt,No,63.13,Mkt&Fin,66.88,Placed,
211,F,86.26,Central,59.78,Others,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,66.28,Placed,200000
215,M,66.06,Central,50.94,Others,Commerce,63.16,Others,No,83.95,Mkt&HR,57.8,Placed,
215,F,89.4,Central,37,Others,Commerce,65.41,Comm&Mgmt,Yes,50,Mkt&HR,55.95,Placed,200000
215,F,71.42,Central,62.84,Others,Commerce,53.73,Comm&Mgmt,No,83.36,Mkt&HR,59.44,Placed,210230
215,F,40.89,Central,55.13,Central,Commerce,54.77,Comm&Mgmt,No,83.64,Mkt&Fin,60.29,Not Placed,
215,M,73.2,Central,60.95,Central,Commerce,53.83,Comm&Mgmt,No,80.45,Mkt&HR,68.68,Placed,200958
120,M,73.36,Central,53.23,Others,Commerce,79.89,Comm&Mgmt,No,98,Mkt&HR,64.63,Not Placed,
157,F,89.4,Others,37,Central,Commerce,50,Comm&Mgmt,Yes,55.93,Mkt&Fin,55.66,Placed,255513
159,M,89,Others,55.02,Central,Commerce,70.09,Comm&Mgmt,No,53.62,Mkt&Fin,77.89,Placed,297537
152,F,89.4,Others,48.92,Others,Commerce,73.46,Comm&Mgmt,Yes,94.06,Mkt&HR,77.57,Placed,200429
147,M,72.88,Central,65.91,Others,Commerce,89.38,Comm&Mgmt,No,66.41,Mkt&Fin,51.21,Placed,200000
46,M,83.67,Central,50.83,Others,Commerce,82.24,Comm&Mgmt,Yes,50,Mkt&Fin,51.21,Placed,200000
1,F,71.22,Central,61.74,Others,Science,79.91,Comm&Mgmt,No,50,Mkt&Fin,64.08,Placed,308662
168,F,62.01,Central,37,Others,Commerce,66.31,Comm&Mgmt,No,50,Mkt&Fin,63.82,Not Placed,
103,M,89.4,Others,47.94,Others,Science,81.23,Comm&Mgmt,No,84.69,Mkt&Fin,60.22,Not Placed,
148,F,69.19,Central,62.72,Central,Commerce,81.93,Sci&Tech,No,77.63,Mkt&Fin,69.75,Placed,
102,M,73.86,Central,63.14,Central,Commerce,81.84,Comm&Mgmt,No,74.39,Mkt&Fin,64.75,Not Placed,253081
155,F,89.4,Central,65.1,Central,Commerce,63.97,Comm&Mgmt,No,51.24,Mkt&Fin,56.11,Placed,264795
96,M,89.4,Others,42.54,Others,Science,88.14,Comm&Mgmt,No,74.77,Mkt&Fin,73.07,Placed,266157
162,M,86.88,Others,64.89,Others,Commerce,81.95,Sci&Tech,Yes,70.28,Mkt&Fin,72.98,Placed,202776
157,M,76.98,Central,62.44,Others,Commerce,75.31,Comm&Mgmt,No,77.61,Mkt&Fin,66.58,Not Placed,266405
107,M,89.4,Others,51.09,Others,Commerce,77.64,Comm&Mgmt,Yes,50,Mkt&Fin,77.89,Placed,229444
94,M,40.89,Others,37,Others,Science,53.71,Comm&Mgmt,No,72.47,Mkt&Fin,51.21,Placed,294942
215,F,68.05,Others,43.09,Others,Science,58.37,Sci&Tech,No,66.51,Mkt&Fin,58.78,Placed,271317
69,F,89.4,Central,70.76,Others,Commerce,84.49,Comm&Mgmt,Yes,98,Mkt&Fin,77.89,Placed,200000
215,M,83.83,Central,54.74,Others,Commerce,78.88,Sci&Tech,No,64.99,Mkt&Fin,57.78,Placed,277300
181,M,77.13,Central,52.48,Others,Commerce,50,Sci&Tech,No,77.14,Mkt&HR,51.21,Placed,
215,M,59.93,Others,54.68,Others,Science,87.75,Comm&Mgmt,No,50,Mkt&Fin,71.87,Not Placed,266462
64,M,83.78,Central,70.51,Others,Commerce,86.05,Comm&Mgmt,Yes,50,Mkt&Fin,66.94,Placed,204535
177,M,83.62,Central,59.53,Others,Commerce,88.56,Comm&Mgmt,No,50,Mkt&HR,77.89,Placed,
47,F,80.58,Others,39.95,Central,Commerce,81.87,Comm&Mgmt,No,50,Mkt&Fin,72.68,Not Placed,
215,M,89.4,Others,60.07,Others,Science,74.91,Comm&Mgmt,No,98,Mkt&Fin,75.63,Placed,200000
215,F,56.88,Others,40.47,Others,Science,54.23,Comm&Mgmt,No,75.59,Mkt&Fin,68.03,Placed,274778
215,M,64.42,Others,54.3,Central,Commerce,87.45,Comm&Mgmt,No,85.23,Mkt&Fin,56.51,Placed,
101,M,64.97,Central,37,Others,Arts,66.28,Comm&Mgmt,No,67.93,Mkt&Fin,63.7,Placed,287564
192,F,61.76,Others,62.71,Others,Science,79.58,Comm&Mgmt,Yes,50,Mkt&Fin,73.17,Placed,
1,M,69.21,Central,67.61,Others,Commerce,85.11,Comm&Mgmt,No,51.34,Mkt&Fin,57.7,Placed,274921
130,M,85.36,Central,57.38,Others,Commerce,56.39,Comm&Mgmt,Yes,79.53,Mkt&HR,64.01,Placed,324411
11,F,89.4,Others,44.85,Others,Commerce,87.59,Sci&Tech,No,66.63,Mkt&Fin,71.3,Placed,200000
133,M,89.4,Central,62.71,Others,Commerce,91,Comm&Mgmt,Yes,50,Mkt&HR,74.25,Placed,
75,M,77.59,Central,59.95,Central,Science,52.64,Sci&Tech,No,62.72,Mkt&Fin,51.21,Placed,274368
182,M,80.17,Central,40.66,Central,Science,56.18,Comm&Mgmt,No,66.8,Mkt&Fin,51.88,Placed,
136,M,78.3,Others,57.14,Others,Commerce,63.3,Comm&Mgmt,Yes,92.97,Mkt&Fin,67.33,Placed,261582
215,F,63.58,Others,54.82,Others,Commerce,60.66,Comm&Mgmt,No,69.07,Mkt&Fin,62.8,Placed,268886
123,F,65.73,Others,46.78,Others,Commerce,75.13,Comm&Mgmt,No,98,Mkt&HR,76.27,Not Placed,
70,M,87.97,Central,37,Others,Arts,56.55,Comm&Mgmt,Yes,98,Mkt&Fin,72.66,Placed,276350
215,M,77.9,Central,61.97,Central,Arts,91,Comm&Mgmt,No,77.51,Mkt&Fin,63.03,Placed,200000
199,M,66.86,Central,70.6,Others,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,280766
215,F,89.4,Others,47.32,Others,Science,69.24,Comm&Mgmt,No,50,Mkt&Fin,70.86,Placed,
114,F,78.3,Central,50.02,Others,Commerce,81.9,Comm&Mgmt,No,63.27,Mkt&Fin,77.89,Placed,232028
110,M,89.4,Central,68.31,Central,Commerce,75.17,Comm&Mgmt,No,93.57,Mkt&Fin,63.59,Placed,
215,M,89.4,Central,54.4,Central,Commerce,69.8,Comm&Mgmt,Yes,60.68,Mkt&Fin,58.33,Placed,
150,M,75.92,Others,56.8,Others,Commerce,51.62,Comm&Mgmt,No,51.04,Mkt&Fin,51.21,Placed,
159,M,89.4,Central,42.94,Others,Commerce,76.9,Comm&Mgmt,No,50,Mkt&HR,66.56,Placed,305385
18,F,64.39,Others,65.45,Central,Science,69.73,Comm&Mgmt,No,78.48,Mkt&Fin,76.79,Placed,
215,M,75.04,Central,71.57,Others,Science,71.39,Others,Yes,98,Mkt&Fin,67.87,Placed,215791
215,M,89.4,Central,93.95,Central,Commerce,79.54,Sci&Tech,No,50,Mkt&HR,55.84,Placed,305184
185,M,80,Others,37,Central,Commerce,50.48,Comm&Mgmt,No,80.61,Mkt&HR,76.59,Not Placed,
131,M,60.67,Others,54.64,Central,Commerce,61.04,Comm&Mgmt,Yes,58.97,Mkt&HR,67.81,Placed,289062
215,M,81.36,Central,54.65,Others,Science,74.84,Comm&Mgmt,Yes,50,Mkt&Fin,62.52,Placed,220691
155,F,72.63,Central,37,Others,Science,71.31,Comm&Mgmt,Yes,58.63,Mkt&Fin,51.21,Placed,268997
173,M,51.78,Central,37,Others,Commerce,50,Comm&Mgmt,No,53.66,Mkt&Fin,69.02,Placed,
123,F,89.4,Central,66.42,Others,Commerce,79.01,Comm&Mgmt,No,63.91,Mkt&Fin,70.74,Placed,200000
132,M,86.28,Central,59.91,Central,Science,82.65,Comm&Mgmt,Yes,72.54,Mkt&Fin,56.22,Placed,
34,M,44.61,Central,37,Others,Commerce,79.49,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,266343
156,F,87.61,Others,54.67,Others,Commerce,75.9,Others,No,55.81,Mkt&Fin,54.32,Not Placed,
215,M,89.4,Central,66.63,Central,Arts,84.16,Comm&Mgmt,No,50,Mkt&Fin,58.92,Placed,
84,M,83.22,Others,53.99,Others,Commerce,69.45,Comm&Mgmt,No,59,Mkt&Fin,51.49,Placed,267718
3,M,56.52,Others,43.6,Others,Commerce,83.33,Comm&Mgmt,No,71.75,Mkt&Fin,53.04,Placed,200000
215,M,89.4,Others,74.39,Others,Commerce,87.61,Comm&Mgmt,No,74.05,Mkt&HR,77.89,Placed,326347
169,F,74.2,Central,60.04,Central,Commerce,81.09,Comm&Mgmt,No,55.69,Mkt&Fin,66.56,Not Placed,460056
91,M,72.04,Central,46.28,Others,Science,51.52,Comm&Mgmt,No,76.91,Mkt&Fin,55.25,Placed,281906
121,M,89.4,Others,45.57,Others,Science,91,Sci&Tech,No,72.55,Mkt&Fin,66,Placed,206794
215,F,75.72,Others,60.89,Others,Commerce,81.04,Comm&Mgmt,Yes,79.44,Mkt&Fin,51.76,Placed,200000
131,M,64.96,Others,40.11,Others,Commerce,75.84,Comm&Mgmt,No,50,Mkt&Fin,55.19,Not Placed,447689
58,F,61.06,Central,48.53,Others,Commerce,86.74,Comm&Mgmt,No,50,Mkt&Fin,62.18,Placed,225701
9,M,89.4,Central,77.22,Others,Commerce,87.43,Sci&Tech,Yes,66.28,Mkt&Fin,68.85,Not Placed,290696
100,F,76.5,Central,77.91,Others,Commerce,82.67,Comm&Mgmt,Yes,92.2,Mkt&Fin,56.75,Placed,266325
153,M,57.14,Central,43.17,Central,Science,50,Sci&Tech,No,83.47,Mkt&Fin,51.21,Placed,
159,F,75.48,Central,45.59,Others,Commerce,80.82,Comm&Mgmt,No,50,Mkt&HR,77.89,Placed,264392
215,F,89.4,Others,62.71,Central,Commerce,85.58,Others,No,50.3,Mkt&Fin,73.15,Placed,265010
83,M,88.67,Others,51.24,Others,Commerce,82.71,Sci&Tech,Yes,65.46,Mkt&Fin,60.82,Placed,237786
44,M,89.4,Others,65.64,Others,Commerce,91,Comm&Mgmt,Yes,50,Mkt&Fin,77.89,Placed,200000
186,M,48.4,Others,58.92,Others,Science,53.39,Comm&Mgmt,No,81.05,Mkt&Fin,65.4,Placed,211133
215,M,62.49,Central,57.76,Others,Science,61.4,Comm&Mgmt,Yes,50,Mkt&Fin,54.32,Placed,
183,M,83.57,Central,52.18,Others,Commerce,51.67,Comm&Mgmt,No,50.93,Mkt&Fin,51.21,Placed,274816
149,F,89.4,Central,37,Central,Science,51.06,Comm&Mgmt,Yes,50,Mkt&Fin,68.34,Placed,392134
48,M,68.36,Central,55.78,Others,Commerce,58.58,Comm&Mgmt,Yes,63.65,Mkt&HR,62.96,Placed,
75,M,89.4,Central,77.38,Others,Science,91,Comm&Mgmt,No,55.41,Mkt&Fin,69.86,Placed,284859
191,M,60.08,Central,58.02,Others,Commerce,61.42,Comm&Mgmt,No,72.5,Mkt&Fin,56.83,Placed,211844
149,M,89.4,Central,57.58,Others,Commerce,63.33,Comm&Mgmt,No,59.24,Mkt&Fin,53.92,Placed,200000
215,M,72.35,Others,49.85,Central,Commerce,81.96,Comm&Mgmt,No,50,Mkt&Fin,68.19,Placed,
186,M,75.46,Others,41.63,Central,Arts,75.87,Comm&Mgmt,Yes,50,Mkt&Fin,67.62,Placed,434834
215,F,40.89,Others,52.4,Others,Commerce,71.87,Comm&Mgmt,No,65.93,Mkt&Fin,51.21,Not Placed,
74,F,79.77,Others,63.72,Others,Commerce,75.88,Comm&Mgmt,No,50,Mkt&HR,57.66,Not Placed,262836
116,F,84.66,Central,38.51,Others,Science,58.02,Comm&Mgmt,No,64.56,Mkt&Fin,61.05,Placed,
162,M,52.63,Others,37,Others,Commerce,80.36,Comm&Mgmt,No,71.7,Mkt&Fin,69.11,Not Placed,303346
175,M,89.4,Others,54.09,Others,Commerce,64.65,Comm&Mgmt,No,98,Mkt&Fin,66.97,Placed,200000
152,M,87.12,Central,90.28,Others,Commerce,82.15,Comm&Mgmt,No,88.81,Mkt&HR,60.71,Placed,
141,M,89.4,Central,66.24,Others,Commerce,80.88,Sci&Tech,Yes,88.77,Mkt&HR,54.08,Placed,200000
215,M,77.02,Others,42.04,Central,Science,50,Comm&Mgmt,Yes,72.13,Mkt&Fin,51.55,Placed,278497
102,M,63.55,Others,37,Others,Science,74.31,Comm&Mgmt,No,55.78,Mkt&Fin,60.61,Placed,
136,M,89.4,Central,63.58,Others,Science,91,Comm&Mgmt,No,50,Mkt&Fin,66.09,Placed,266714
215,M,81.17,Others,54.36,Others,Commerce,86.72,Comm&Mgmt,Yes,68.54,Mkt&Fin,76.21,Placed,243465
91,M,56.27,Central,56.22,Others,Commerce,54.21,Comm&Mgmt,No,56.3,Mkt&Fin,62.52,Placed,
1,M,88.75,Central,77.95,Others,Commerce,91,Others,No,93.48,Mkt&Fin,66.59,Placed,261690
70,M,86.81,Others,50.93,Central,Science,76.31,Comm&Mgmt,No,50,Mkt&Fin,77.89,Placed,
157,F,70.53,Central,56.44,Others,Commerce,82.27,Comm&Mgmt,No,54.14,Mkt&Fin,62.42,Placed,227771
65,M,50.34,Central,37.57,Others,Commerce,61.47,Comm&Mgmt,No,91.84,Mkt&Fin,51.21,Placed,287130
184,F,85.96,Others,50.03,Others,Commerce,70.69,Comm&Mgmt,No,50,Mkt&Fin,62.78,Placed,271907
1,M,69.79,Central,48.53,Others,Commerce,77.73,Comm&Mgmt,No,51.68,Mkt&HR,51.21,Placed,
1,M,71.83,Others,46.58,Others,Science,78.53,Comm&Mgmt,No,71.06,Mkt&Fin,51.21,Placed,249448
108,F,79.6,Others,37,Others,Science,50,Sci&Tech,No,66.21,Mkt&Fin,58.48,Placed,309027
109,M,83.81,Others,56.63,Others,Commerce,88.44,Comm&Mgmt,Yes,75.78,Mkt&Fin,77.89,Placed,
215,F,89.4,Others,61.7,Central,Science,50,Sci&Tech,No,75.36,Mkt&Fin,70.92,Placed,200000
152,M,56.24,Central,75.49,Others,Science,70.43,Comm&Mgmt,No,66.86,Mkt&Fin,63.15,Not Placed,
88,M,81.23,Central,57.91,Others,Commerce,85.91,Comm&Mgmt,No,75.02,Mkt&Fin,68.74,Placed,309103
119,M,89.4,Central,79.43,Others,Commerce,79.98,Comm&Mgmt,Yes,67.16,Mkt&Fin,54.66,Not Placed,
160,M,72.37,Central,60.86,Others,Commerce,65.45,Comm&Mgmt,No,61.8,Mkt&Fin,54.08,Placed,200000
63,M,73.05,Central,57.43,Others,Science,70.54,Comm&Mgmt,No,63.37,Mkt&Fin,65.67,Not Placed,
1,M,83.77,Central,65.77,Others,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,59.09,Placed,256444
203,M,73.49,Central,37,Others,Commerce,69.82,Comm&Mgmt,No,67.48,Mkt&Fin,51.21,Not Placed,219815
148,M,61.75,Central,56.63,Others,Commerce,73.44,Comm&Mgmt,No,65.21,Mkt&HR,56.46,Placed,
102,F,58.75,Central,68.12,Central,Commerce,74.95,Others,Yes,65.63,Mkt&Fin,51.47,Placed,200000
21,M,58.79,Central,42.4,Others,Commerce,75.5,Others,No,61.5,Mkt&Fin,51.21,Not Placed,
66,F,83.03,Central,48.98,Others,Commerce,85.48,Comm&Mgmt,No,65.35,Mkt&Fin,64.01,Not Placed,226208
181,M,87.08,Others,48.54,Central,Science,65.99,Sci&Tech,No,98,Mkt&Fin,63.04,Not Placed,200000
1,M,67.47,Others,53.55,Central,Commerce,67.6,Comm&Mgmt,No,65.85,Mkt&Fin,52.48,Not Placed,
164,M,89.4,Central,45.13,Central,Commerce,69.71,Others,Yes,50.65,Mkt&Fin,54.68,Placed,261036
34,F,66.23,Central,89.54,Central,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,61.06,Placed,212732
141,F,56.09,Others,37.13,Others,Commerce,63.79,Comm&Mgmt,Yes,67.62,Mkt&Fin,53.94,Not Placed,
21,M,88.89,Central,63.26,Others,Commerce,91,Comm&Mgmt,No,91.11,Mkt&HR,76.31,Placed,200000
118,M,88.36,Central,67.57,Central,Commerce,71.28,Comm&Mgmt,No,52.34,Mkt&Fin,54.13,Placed,269558
165,M,79.64,Central,43.79,Others,Commerce,54.77,Comm&Mgmt,No,67.36,Mkt&Fin,52.93,Placed,
104,M,89.4,Others,96.46,Others,Commerce,88.09,Comm&Mgmt,No,62.78,Mkt&Fin,77.89,Placed,200000
136,M,49.55,Others,72.22,Others,Commerce,62.31,Comm&Mgmt,Yes,96.27,Mkt&Fin,61.75,Not Placed,270102
24,M,77.92,Others,57.88,Others,Commerce,71.08,Comm&Mgmt,Yes,69.46,Mkt&Fin,60.21,Placed,208486
132,M,67.38,Others,37,Central,Commerce,73,Comm&Mgmt,Yes,55.74,Mkt&Fin,64.99,Placed,290964
62,M,80.39,Central,41.16,Others,Commerce,71.93,Comm&Mgmt,No,50.45,Mkt&Fin,51.21,Placed,
215,M,82.59,Others,60.66,Others,Commerce,80.97,Others,Yes,50,Mkt&Fin,60.79,Placed,200000
90,M,81.25,Others,73.21,Others,Commerce,86.56,Comm&Mgmt,No,85.1,Mkt&Fin,77.89,Placed,286985
111,F,82.45,Central,41.31,Others,Science,50,Comm&Mgmt,Yes,72.4,Mkt&Fin,66.03,Placed,203805
105,F,61.38,Others,40.73,Others,Science,74.39,Comm&Mgmt,No,67.03,Mkt&Fin,55.64,Not Placed,
38,F,82.7,Central,47.78,Central,Commerce,51.95,Comm&Mgmt,No,70.62,Mkt&Fin,52.91,Placed,205015
131,F,86.99,Central,55.92,Others,Commerce,75.94,Comm&Mgmt,Yes,66.53,Mkt&Fin,70.47,Placed,200000
112,M,89.4,Others,57.47,Others,Commerce,91,Comm&Mgmt,Yes,50,Mkt&Fin,77.89,Placed,
42,M,55.71,Central,47.58,Central,Science,69.16,Comm&Mgmt,No,57.91,Mkt&HR,53.14,Not Placed,312603
175,F,82.24,Central,37,Others,Science,50.1,Others,No,56.77,Mkt&Fin,56.4,Placed,200000
125,F,61.09,Central,59.96,Central,Commerce,75.6,Comm&Mgmt,No,79.24,Mkt&Fin,65.95,Not Placed,256497
215,M,68.4,Central,49.14,Others,Commerce,77.11,Comm&Mgmt,No,98,Mkt&Fin,62.64,Placed,
189,M,63.31,Others,59.43,Central,Science,69,Comm&Mgmt,Yes,79.37,Mkt&Fin,56.7,Not Placed,377725
1,M,89.4,Central,63.25,Others,Commerce,85.4,Comm&Mgmt,No,78.67,Mkt&Fin,51.21,Placed,
151,M,79.5,Central,56.96,Others,Science,70.84,Comm&Mgmt,No,76.89,Mkt&Fin,59.94,Placed,217929
168,M,65.72,Central,54.94,Others,Science,91,Comm&Mgmt,No,55.49,Mkt&Fin,62.07,Placed,256767
171,M,81.48,Central,37.27,Others,Science,60.59,Comm&Mgmt,No,64.91,Mkt&Fin,61.62,Placed,211788
12,M,89.4,Central,91.77,Others,Commerce,87.15,Others,No,56.19,Mkt&Fin,52.25,Placed,204062
156,M,50.57,Central,52.4,Central,Commerce,64.15,Comm&Mgmt,No,88.7,Mkt&HR,51.21,Placed,
170,M,89.4,Central,77.99,Others,Science,61.04,Comm&Mgmt,Yes,95.97,Mkt&HR,51.21,Placed,200000
215,F,40.89,Central,37,Others,Commerce,63.11,Comm&Mgmt,No,66.13,Mkt&HR,51.21,Placed,
160,M,84.77,Others,41.53,Others,Commerce,70,Comm&Mgmt,No,50,Mkt&Fin,52.78,Not Placed,200000
1,M,89.4,Central,69.19,Central,Commerce,88.79,Comm&Mgmt,No,93.88,Mkt&Fin,73.4,Placed,266763
1,M,89.4,Others,48.54,Central,Commerce,80.09,Comm&Mgmt,No,63.69,Mkt&Fin,63.22,Placed,262047
136,M,59.47,Others,63.33,Others,Commerce,77.7,Comm&Mgmt,No,72.55,Mkt&Fin,68.39,Placed,209256
66,M,47.76,Others,43.88,Others,Commerce,71.56,Comm&Mgmt,No,65.22,Mkt&Fin,51.21,Placed,
67,M,68.22,Central,40.94,Central,Commerce,73.83,Others,No,61.59,Mkt&HR,59.19,Placed,257160
148,M,89.4,Central,62.1,Others,Commerce,91,Comm&Mgmt,No,63.05,Mkt&Fin,51.21,Placed,247155
70,M,89.19,Others,51.51,Others,Commerce,52.42,Comm&Mgmt,No,63.19,Mkt&Fin,58.82,Placed,270574
68,M,71.66,Central,58.37,Others,Commerce,60.45,Sci&Tech,Yes,59.34,Mkt&Fin,54.87,Placed,
144,M,89.4,Central,57.05,Others,Science,91,Comm&Mgmt,Yes,91.13,Mkt&Fin,62.06,Placed,200000
117,M,89.4,Others,79.02,Others,Commerce,85.6,Comm&Mgmt,Yes,64.45,Mkt&Fin,77.89,Placed,251391
128,M,89.4,Central,37.17,Central,Commerce,84.24,Comm&Mgmt,No,53.27,Mkt&Fin,68.49,Placed,
196,M,89.03,Others,73.93,Others,Commerce,85.1,Comm&Mgmt,No,76.48,Mkt&HR,69.72,Placed,
